X,Y,yield
440814.304,5018684.135,92.08558875
440809.304,5018681.635,91.93114357
440811.804,5018681.635,92.26467464
440814.304,5018681.635,93.45862696
440806.804,5018679.135,92.96915107
440809.304,5018679.135,93.25447304
440811.804,5018679.135,94.046535
440814.304,5018679.135,95.70808625
440816.804,5018679.135,97.85259143
440801.804,5018676.635,94.00325232
440804.304,5018676.635,94.15130607
440806.804,5018676.635,94.30682375
440809.304,5018676.635,94.9112025
440811.804,5018676.635,96.19085696
440814.304,5018676.635,98.29594196
440816.804,5018676.635,100.6926007
440799.304,5018674.135,94.86458911
440801.804,5018674.135,95.10062089
440804.304,5018674.135,95.35478
440806.804,5018674.135,95.73427911
440809.304,5018674.135,96.63459125
440811.804,5018674.135,98.28155518
440814.304,5018674.135,100.6654925
440816.804,5018674.135,103.257237
440819.304,5018674.135,105.423863
440796.804,5018671.635,95.34098589
440799.304,5018671.635,95.71804375
440801.804,5018671.635,96.13942179
440804.304,5018671.635,96.5681675
440806.804,5018671.635,97.14207232
440809.304,5018671.635,98.14423482
440811.804,5018671.635,99.82338179
440814.304,5018671.635,102.197283
440816.804,5018671.635,104.7832293
440819.304,5018671.635,106.9587577
440791.804,5018669.135,94.622175
440794.304,5018669.135,95.35941857
440796.804,5018669.135,95.88357107
440799.304,5018669.135,96.49688714
440801.804,5018669.135,97.13051054
440804.304,5018669.135,97.75316518
440806.804,5018669.135,98.49055696
440809.304,5018669.135,99.50027036
440811.804,5018669.135,100.9796491
440814.304,5018669.135,103.0605295
440816.804,5018669.135,105.4338118
440819.304,5018669.135,107.5176218
440821.804,5018669.135,108.9694825
440789.304,5018666.635,94.10109161
440791.804,5018666.635,94.74353036
440794.304,5018666.635,95.57982518
440796.804,5018666.635,96.34080286
440799.304,5018666.635,97.17253768
440801.804,5018666.635,98.05195839
440804.304,5018666.635,98.9168875
440806.804,5018666.635,99.83005196
440809.304,5018666.635,100.8633248
440811.804,5018666.635,102.1334839
440814.304,5018666.635,103.8194754
440816.804,5018666.635,105.7969709
440819.304,5018666.635,107.6245204
440821.804,5018666.635,109.0469011
440786.804,5018664.135,93.54003911
440789.304,5018664.135,93.99296357
440791.804,5018664.135,94.87894107
440794.304,5018664.135,95.70458982
440796.804,5018664.135,96.68245161
440799.304,5018664.135,97.76280875
440801.804,5018664.135,98.92238946
440804.304,5018664.135,100.0650373
440806.804,5018664.135,101.2112164
440809.304,5018664.135,102.352295
440811.804,5018664.135,103.4888132
440814.304,5018664.135,104.7968663
440816.804,5018664.135,106.2720163
440819.304,5018664.135,107.714678
440821.804,5018664.135,108.9684188
440824.304,5018664.135,109.8766393
440784.304,5018661.635,92.9225725
440786.804,5018661.635,93.20956857
440789.304,5018661.635,93.75490018
440791.804,5018661.635,94.6981725
440794.304,5018661.635,95.71921214
440796.804,5018661.635,96.93531143
440799.304,5018661.635,98.30030161
440801.804,5018661.635,99.75695804
440804.304,5018661.635,101.2457798
440806.804,5018661.635,102.6593454
440809.304,5018661.635,103.9888829
440811.804,5018661.635,105.1474348
