X,Y,timestamp,moisture,speed,width,yield
439774.5647,5018896.488,2021-11-06T14:13:11,21.89999962,2.972727299,20.01000023,129.433136
439775.8524,5018896.982,2021-11-06T14:13:12,21.89999962,3.109090805,20.01000023,124.5445023
439777.1824,5018897.489,2021-11-06T14:13:13,21.89999962,3.156818151,20.01000023,124.9905624
439778.5268,5018898.024,2021-11-06T14:13:14,21.89999962,3.24545455,20.01000023,123.0872269
439779.8855,5018898.573,2021-11-06T14:13:15,21.70000076,3.265909195,20.01000023,124.1342087
439781.2303,5018899.151,2021-11-06T14:13:16,21.70000076,3.286363602,20.01000023,125.6045303
439782.5895,5018899.756,2021-11-06T14:13:17,21.60000038,3.313636303,20.01000023,125.4722824
439783.9768,5018900.361,2021-11-06T14:13:18,21.70000076,3.375,20.01000023,124.4898529
439785.3784,5018900.98,2021-11-06T14:13:19,21.60000038,3.422727346,20.01000023,125.0670471
439786.7944,5018901.627,2021-11-06T14:13:20,21.60000038,3.4909091,20.01000023,126.8527527
439788.2246,5018902.288,2021-11-06T14:13:21,21.70000076,3.531818151,20.01000023,129.3975983
439789.6831,5018902.962,2021-11-06T14:13:22,21.70000076,3.579545498,20.01000023,130.4179382
439791.1557,5018903.637,2021-11-06T14:13:23,21.5,3.62045455,20.01000023,131.9952087
439792.6285,5018904.325,2021-11-06T14:13:24,21.39999962,3.647727251,20.01000023,133.2037048
439794.1294,5018905.014,2021-11-06T14:13:25,21.29999924,3.688636303,20.01000023,132.5634918
439795.6302,5018905.688,2021-11-06T14:13:26,21.20000076,3.688636303,20.01000023,130.7208557
439797.1592,5018906.362,2021-11-06T14:13:27,21.5,3.715909004,20.01000023,124.6270447
439798.6882,5018907.036,2021-11-06T14:13:28,22.20000076,3.736363649,20.01000023,117.6123276
439811.7578,5018947.055,2021-11-06T14:15:35,21.5,3.845454454,20.01000023,146.6923065
439811.8025,5018948.783,2021-11-06T14:15:36,21.60000038,3.872727156,20.01000023,142.2974243
439811.9039,5018950.552,2021-11-06T14:15:37,21.60000038,3.981818199,20.01000023,134.6917572
439812.062,5018952.349,2021-11-06T14:15:38,21.60000038,4.050000191,20.01000023,133.031662
439812.2626,5018954.16,2021-11-06T14:15:39,21.5,4.070454597,20.01000023,136.1630096
439812.5055,5018955.984,2021-11-06T14:15:40,21.5,4.090909004,20.01000023,137.8907623
439812.7767,5018957.808,2021-11-06T14:15:41,21.39999962,4.138636589,20.01000023,138.8580475
439813.0482,5018959.674,2021-11-06T14:15:42,21.39999962,4.206818104,20.01000023,139.5390015
439813.3196,5018961.527,2021-11-06T14:15:43,21.39999962,4.206818104,20.01000023,139.5390015
439813.52,5018963.323,2021-11-06T14:15:44,21.5,3.934090853,20.01000023,144.6395721
439813.7066,5018965.148,2021-11-06T14:15:45,21.5,4.118181705,20.01000023,130.3978729
439813.7949,5018967.016,2021-11-06T14:15:46,21.70000076,4.159090996,20.01000023,120.5156326
439813.8125,5018968.871,2021-11-06T14:15:47,21.89999962,4.186363697,20.01000023,113.5705414
439813.7317,5018970.74,2021-11-06T14:15:48,22,4.186363697,20.01000023,106.9937973
439813.5944,5018972.61,2021-11-06T14:15:49,22.10000038,4.186363697,20.01000023,96.93005371
439813.3726,5018974.481,2021-11-06T14:15:50,22.20000076,4.227272511,20.01000023,83.74082184
439813.0661,5018976.339,2021-11-06T14:15:51,22.20000076,4.227272511,20.01000023,70.45779419
439812.7027,5018978.155,2021-11-06T14:15:52,22.39999962,4.138636589,20.01000023,57.6607666
439812.2676,5018979.831,2021-11-06T14:15:53,22.60000038,3.334090948,20.01000023,55.36394119
439811.8301,5018981.268,2021-11-06T14:15:54,22.60000038,2.393181801,20.01000023,58.86310196
439811.3773,5018982.565,2021-11-06T14:15:55,22.60000038,2.284090996,20.01000023,46.78752899
439810.867,5018983.751,2021-11-06T14:15:56,22.70000076,2.393181801,20.01000023,35.47494507
439810.3137,5018984.866,2021-11-06T14:15:57,22.89999962,2.795454502,20.01000023,26.82955742
439809.6894,5018985.926,2021-11-06T14:15:58,23.10000038,2.75454545,20.01000023,28.0334301
439809.0083,5018986.944,2021-11-06T14:15:59,23.20000076,2.727272749,20.01000023,34.46252823
439808.2707,5018987.948,2021-11-06T14:16:00,23.10000038,2.775000095,20.01000023,43.47937012
439807.4623,5018988.926,2021-11-06T14:16:01,22.70000076,2.843181849,20.01000023,50.33577347
439816.5557,5019014.102,2021-11-06T14:17:39,22.5,4.138636589,20.01000023,121.0490875
439818.1302,5019015.113,2021-11-06T14:17:40,22.5,4.227272511,20.01000023,123.6886292
439819.7193,5019016.18,2021-11-06T14:17:41,22.39999962,4.247727394,20.01000023,124.9716415
439821.2383,5019017.29,2021-11-06T14:17:42,22.20000076,4.227272511,20.01000023,121.8573303
439822.6868,5019018.4,2021-11-06T14:17:43,22.10000038,3.736363649,20.01000023,131.5025787
439823.9515,5019019.442,2021-11-06T14:17:44,21.89999962,2.843181849,20.01000023,165.4998169
439825.0889,5019020.456,2021-11-06T14:17:45,21.70000076,2.686363697,20.01000023,171.9509888
439826.1135,5019021.458,2021-11-06T14:17:46,21.60000038,2.549999952,20.01000023,175.5889282
439827.0393,5019022.447,2021-11-06T14:17:47,21.5,2.686363697,20.01000023,161.3865662
439827.8805,5019023.437,2021-11-06T14:17:48,21.29999924,2.775000095,20.01000023,149.5102234
439828.6654,5019024.441,2021-11-06T14:17:49,21.10000038,2.863636255,20.01000023,140.9277802
439829.394,5019025.446,2021-11-06T14:17:50,21,2.795454502,20.01000023,141.000824
439830.0808,5019026.507,2021-11-06T14:17:51,20.89999962,2.815909147,20.01000023,135.7464447
439830.6972,5019027.583,2021-11-06T14:17:52,20.89999962,2.775000095,20.01000023,129.6974335
439831.2574,5019028.674,2021-11-06T14:17:53,20.89999962,2.75454545,20.01000023,120.7483521
439831.7325,5019029.709,2021-11-06T14:17:54,21,2.236363649,20.01000023,137.4536285
439832.1084,5019030.689,2021-11-06T14:17:55,21,1.834090948,20.01000023,160.843338
439832.4138,5019031.67,2021-11-06T14:17:56,20.79999924,2.038636446,20.01000023,141.4142761
439831.5479,5019044.366,2021-11-06T14:18:07,20.29999924,2.659090996,20.01000023,138.258667
439831.1213,5019045.452,2021-11-06T14:18:08,20.29999924,2.638636351,20.01000023,139.3304291
439830.624,5019046.524,2021-11-06T14:18:09,20.20000076,2.638636351,20.01000023,141.4032745
439808.7482,5018961.135,2021-11-06T14:23:01,21.89999962,5.236363411,14.98999977,104.9604874
439808.4583,5018958.819,2021-11-06T14:23:02,22.10000038,5.236363411,14.98999977,103.4453735
439808.1965,5018956.503,2021-11-06T14:23:03,22.39999962,5.20909071,14.98999977,104.8345413
439823.6287,5019015.159,2021-11-06T14:26:01,23.29999924,4.875,10.01000023,53.29388428
439825.3332,5019016.506,2021-11-06T14:26:02,23.39999962,4.854545593,10.01000023,75.2240448
439826.9822,5019017.937,2021-11-06T14:26:03,23.29999924,4.902272701,6,163.7357788
439828.5614,5019019.44,2021-11-06T14:26:04,23.20000076,4.902272701,9.510000229,115.8505783
439830.0288,5019021.056,2021-11-06T14:26:05,22.79999924,4.875,11.52000046,95.80984497
439831.3846,5019022.785,2021-11-06T14:26:06,22.60000038,4.902272701,12.5,84.06908417
439832.6142,5019024.586,2021-11-06T14:26:07,22.60000038,4.902272701,11.52000046,89.49964142
439833.6755,5019026.487,2021-11-06T14:26:08,22.60000038,4.875,10.01000023,107.5605392
439835.9893,5019037.031,2021-11-06T14:26:13,22,4.922727108,10.01000023,83.48933411
439835.8551,5019039.224,2021-11-06T14:26:14,21.89999962,4.922727108,10.01000023,71.65402985
