X,Y,timestamp,moisture,speed,width,yield
440660.599,5018771.25,2021-11-06T23:59:58,21.10000038,2.863636255,2.49000001,55.58360672
440715.5133,5018739.906,2021-11-07T00:24:32,22.5,5.706818104,19,56.09976578
440705.8294,5018873.709,2021-11-06T23:54:58,22.5,3.579545498,9.510000229,58.61032486
440783.0285,5018732.247,2021-11-06T23:52:02,22.5,5.052272797,17.48999977,61.128685
440753.6426,5018724.19,2021-11-07T00:16:09,22.5,4.629545689,19.48999977,62.02207947
440697.9623,5018746.056,2021-11-07T00:22:37,22.5,5.706818104,20.01000023,63.0694809
440670.9192,5018781.79,2021-11-07T00:21:49,22.5,5.481818199,16.5,64.02315521
440705.8827,5018874.888,2021-11-06T23:54:59,22.5,3.715909004,10.01000023,64.10554504
440672.1541,5018779.671,2021-11-07T00:21:48,22.5,5.502272606,20.01000023,64.53009796
440699.2526,5018743.838,2021-11-07T00:22:38,22.5,5.727272511,15.48999977,64.72638702
440768.99,5018723.596,2021-11-07T00:12:32,21.70000076,4.029545307,20.01000023,65.85356903
440667.4854,5018762.937,2021-11-07T00:20:19,22.5,5.304545403,19,67.11377716
440781.9049,5018734.21,2021-11-06T23:52:01,22.39999962,5.099999905,17.48999977,68.82865143
440678.0736,5018832.013,2021-11-07T00:18:52,21.89999962,5.481818199,8.010000229,69.24406433
440784.1661,5018730.283,2021-11-06T23:52:03,22.5,5.099999905,17.48999977,69.83106232
440773.4587,5018759.624,2021-11-06T23:47:14,20.60000038,2.863636255,2.49000001,69.91980743
440661.0245,5018771.513,2021-11-06T23:59:19,21.79999924,2.372727156,3.50999999,70.75057983
440681.937,5018749.523,2021-11-07T00:21:01,22.5,5.481818199,17.48999977,71.56543732
440714.251,5018742.11,2021-11-07T00:24:31,22.5,5.727272511,20.01000023,73.03518677
440696.0337,5018873.969,2021-11-06T23:57:32,22.5,4.452272892,20.01000023,73.74007416
440666.3207,5018765.014,2021-11-07T00:20:20,22.5,5.324999809,12.98999977,74.5719986
440781.1704,5018723.538,2021-11-07T00:06:24,22.39999962,3.736363649,7.510000229,74.66860962
440680.7162,5018751.642,2021-11-07T00:21:00,22.5,5.434091091,20.01000023,74.73794556
440673.3606,5018777.538,2021-11-07T00:21:47,22.5,5.550000191,20.01000023,76.24437714
440662.5689,5018770.838,2021-11-07T00:00:38,22.39999962,3.559090853,4.989999771,76.82049561
440747.3307,5018730.642,2021-11-07T00:16:52,20.79999924,3.334090948,2.49000001,77.87332153
440692.7896,5018882.81,2021-11-07T00:18:13,22.5,5.20909071,7.510000229,78.36774445
440773.0029,5018760.626,2021-11-06T23:47:15,20.70000076,3.559090853,2.49000001,78.66105652
440696.7001,5018748.26,2021-11-07T00:22:36,22.5,5.727272511,20.01000023,79.40453339
440659.5373,5018772.286,2021-11-07T00:19:18,20.20000076,5.768181801,4.989999771,80.07891846
440782.3419,5018743.227,2021-11-06T23:46:52,22.39999962,4.472727299,20.01000023,80.57510376
440783.3125,5018741.49,2021-11-06T23:46:51,22.10000038,4.404545307,20.01000023,81.02873993
440686.6158,5018855.904,2021-11-07T00:18:01,22.5,5.147727489,14.5,82.79781342
440668.6645,5018760.889,2021-11-07T00:20:18,22.5,5.20909071,20.01000023,83.56851196
440739.3393,5018759.438,2021-11-07T00:15:02,21.89999962,5.099999905,20.01000023,83.61418915
