X,Y,timestamp,moisture,speed,width,yield
440694.2846,5018987.953,2021-11-06T23:38:11,23.70000076,4.336363792,20.01000023,25.95055008
440663.8031,5018999.705,2021-11-06T23:40:08,21.79999924,4.609090805,4.989999771,29.88931274
440661.8063,5019000.244,2021-11-06T23:40:07,22,4.561363697,4.989999771,30.12481308
440698.7177,5019012.655,2021-11-06T23:29:57,22.20000076,3.715909004,20.01000023,31.53592873
440666.6459,5018976.677,2021-11-06T23:28:34,21.10000038,3.443181753,19,31.80604744
440665.7856,5018999.153,2021-11-06T23:40:09,22.20000076,4.588636398,4.989999771,32.00247955
440659.8378,5019000.796,2021-11-06T23:40:06,22.20000076,4.54090929,4.989999771,32.33884048
440697.1007,5019013.106,2021-11-06T23:29:58,22.29999924,3.736363649,20.01000023,32.62809753
440692.4568,5018991.469,2021-11-06T23:40:24,22.5,3.579545498,4.989999771,32.69275284
440668.7872,5018982.516,2021-11-06T23:32:27,22.89999962,4.118181705,20.01000023,32.89930725
440618.8588,5019038.585,2021-11-06T23:25:53,22.10000038,2.618181705,4.989999771,33.69586182
440690.868,5018991.92,2021-11-06T23:40:23,22.5,4.002272606,4.989999771,34.11296463
440695.4977,5019013.543,2021-11-06T23:29:59,22.29999924,3.736363649,20.01000023,34.58578491
440667.0013,5018982.997,2021-11-06T23:32:26,22.89999962,4.138636589,20.01000023,35.07504272
440692.4003,5018988.463,2021-11-06T23:38:10,23.5,4.227272511,20.01000023,35.20811081
440666.6004,5019009.346,2021-11-06T23:36:44,23.70000076,4.090909004,17.48999977,35.48850632
440650.0525,5019003.642,2021-11-06T23:40:01,23.5,4.609090805,4.989999771,35.50516129
440652.0349,5019003.062,2021-11-06T23:40:02,23.5,4.588636398,4.989999771,35.66343307
440612.3579,5019014.408,2021-11-06T23:39:41,23.5,3.777272701,4.989999771,35.67857742
440664.8287,5019009.84,2021-11-06T23:36:45,23.79999924,4.118181705,17.48999977,35.87156677
440667.7684,5018998.614,2021-11-06T23:40:10,22.39999962,4.588636398,4.989999771,36.17623901
440665.2156,5018983.491,2021-11-06T23:32:25,22.89999962,4.138636589,20.01000023,36.2442131
440599.0642,5018996.464,2021-11-06T23:27:49,22,2.686363697,16.5,36.46336746
440683.8523,5018993.953,2021-11-06T23:40:19,22.5,4.002272606,4.989999771,36.54960632
440663.444,5018984,2021-11-06T23:32:24,22.89999962,4.118181705,20.01000023,37.01172256
