X,Y,timestamp,moisture,speed,width,yield
440536.3538,5018880.768,2021-11-07T02:18:23,22.5,5.8840909,16.01000023,65.08763885
440517.0387,5018828.286,2021-11-07T02:18:54,22.5,7.697727203,2.49000001,71.08776093
440530.8473,5018884.375,2021-11-07T02:17:04,25.10000038,6.04090929,20.01000023,73.53450775
440506.3405,5018803.081,2021-11-07T02:17:35,22.5,6.150000095,20.01000023,75.52832031
440508.6856,5018884.401,2021-11-07T02:05:54,36,2.440909147,20.01000023,75.69480133
440520.3572,5018804.916,2021-11-07T02:08:22,24,2.256818295,2.49000001,76.42881775
440484.7894,5018809.593,2021-11-07T02:10:05,23.70000076,2.481818199,20.01000023,78.14289093
440519.8815,5018803.81,2021-11-07T02:08:23,27.39999962,2.911363602,4,78.2901535
440507.6744,5018884.818,2021-11-07T02:05:53,36.70000076,2.372727156,20.01000023,80.36685944
440509.6967,5018883.984,2021-11-07T02:05:55,35.59999847,2.461363554,20.01000023,80.46111298
440513.0936,5018815.073,2021-11-07T02:18:58,22.5,7.71818161,2.49000001,81.02784729
440536.5329,5018872.842,2021-11-07T02:07:11,30.79999924,0.293181807,20.01000023,81.47261047
440523.9194,5018882.262,2021-11-07T02:16:10,22.5,6.238636494,20.01000023,81.86178589
440513.9369,5018891.124,2021-11-07T02:14:15,22.5,5.8840909,20.01000023,82.24798584
440516.5593,5018798.347,2021-11-07T02:08:27,28.60000038,3.913636446,11.52000046,83.52981567
440529.5908,5018876.701,2021-11-07T02:06:08,22.5,4.452272892,20.01000023,83.57209015
440531.5017,5018876.022,2021-11-07T02:06:09,23,4.520454407,20.01000023,84.98760986
440510.778,5018883.538,2021-11-07T02:05:56,35.20000076,2.597727299,20.01000023,85.32137299
440525.6707,5018909.547,2021-11-07T02:14:39,27.5,4.247727394,20.01000023,85.69416046
440533.4126,5018875.344,2021-11-07T02:06:10,29.39999962,4.520454407,20.01000023,85.76508331
440511.9719,5018883.063,2021-11-07T02:05:57,34.70000076,2.863636255,20.01000023,85.86702728
440529.7352,5018901.022,2021-11-07T02:16:17,24.5,6.354545593,20.01000023,86.12402344
440513.1942,5018888.602,2021-11-07T02:14:14,22.5,5.904545307,20.01000023,86.49368286
440524.7198,5018884.924,2021-11-07T02:16:11,22.5,6.238636494,20.01000023,86.92941284
440532.4181,5018889.503,2021-11-07T02:17:02,25.10000038,5.952272892,20.01000023,88.44980621
440518.9118,5018796.653,2021-11-07T02:07:56,22.5,4.854545593,20.01000023,88.66990662
440527.722,5018877.365,2021-11-07T02:06:07,22.5,4.3840909,20.01000023,88.75482941
440514.6795,5018893.632,2021-11-07T02:14:16,22.5,5.8840909,20.01000023,90.51411438
440519.3276,5018888.685,2021-11-07T02:14:47,24.70000076,6.620454311,20.01000023,90.65479279
440489.0343,5018805.253,2021-11-07T02:13:40,24.29999924,4.336363792,14.98999977,90.67492676
440489.3912,5018807.217,2021-11-07T02:13:41,23.79999924,4.472727299,17.48999977,91.74469757
440528.4354,5018831.86,2021-11-07T02:07:40,28.89999962,5.052272797,20.01000023,91.85356903
440525.0729,5018907.445,2021-11-07T02:14:40,26.5,4.922727108,20.01000023,92.29914093
440498.715,5018840.655,2021-11-07T02:13:55,23.89999962,5.972727299,20.01000023,92.75766754
440484.8846,5018810.716,2021-11-07T02:10:06,23.70000076,2.529545546,20.01000023,92.75941467
440528.9916,5018834.033,2021-11-07T02:07:39,29.10000038,5.011363506,20.01000023,93.23081207
440533.1893,5018892.053,2021-11-07T02:17:01,25.20000076,5.836363792,20.01000023,93.30332184
440506.7198,5018885.249,2021-11-07T02:05:52,37.70000076,2.215909004,20.01000023,93.51727295
440529.5337,5018836.206,2021-11-07T02:07:38,29.29999924,5.052272797,20.01000023,93.53240204
440497.9155,5018838.106,2021-11-07T02:13:54,23.5,5.952272892,20.01000023,93.56565857
440527.8651,5018829.688,2021-11-07T02:07:41,28.5,5.03181839,20.01000023,93.63759613
440534.6732,5018896.929,2021-11-07T02:16:59,25.29999924,5.324999809,20.01000023,93.76277924
440517.5456,5018799.785,2021-11-07T02:08:26,28.60000038,3.756818295,9.510000229,94.11432648
440525.8673,5018878.029,2021-11-07T02:06:06,22.5,4.363636494,20.01000023,94.18672943
440499.5,5018843.177,2021-11-07T02:13:56,24.29999924,5.952272892,20.01000023,94.58260345
