X,Y,timestamp,moisture,speed,width,yield,inBoundary
440813.0673,5018686.635,2021-11-07T00:59:51,24.39999962,1.568181872,20.01000023,4.536399023,0
440813.2436,5018685.889,2021-11-07T00:59:52,24.39999962,1.725000024,20.01000023,9.622665405,0
440813.4337,5018685.114,2021-11-07T00:59:53,24.39999962,1.765909076,20.01000023,16.11385019,0
440813.6661,5018684.339,2021-11-07T00:59:54,24.5,1.834090948,20.01000023,20.65906634,0
440813.8983,5018683.536,2021-11-07T00:59:55,24.5,1.881818175,20.01000023,21.39354814,1
440814.1586,5018682.732,2021-11-07T00:59:56,24.5,1.902272701,20.01000023,24.89824786,1
440814.4469,5018681.901,2021-11-07T00:59:57,24.5,1.970454574,20.01000023,32.44956752,1
440814.7634,5018681.069,2021-11-07T00:59:58,24.5,2.011363745,20.01000023,47.09566825,1
440815.0797,5018680.223,2021-11-07T00:59:59,24.60000038,2.011363745,20.01000023,69.37410627,1
440815.4099,5018679.348,2021-11-07T01:00:00,24.39999962,2.099999905,20.01000023,90.33522252,1
440815.7818,5018678.417,2021-11-07T01:00:01,23.89999962,2.236363649,20.01000023,103.5329503,1
440816.1677,5018677.472,2021-11-07T01:00:02,23.5,2.304545403,20.01000023,113.4925276,1
440816.5817,5018676.513,2021-11-07T01:00:03,23,2.345454454,20.01000023,121.5095302,1
440817.0515,5018675.497,2021-11-07T01:00:04,22.60000038,2.481818199,20.01000023,124.2336775,1
440817.6043,5018674.311,2021-11-07T01:00:05,22.5,2.931818247,20.01000023,114.4216919,1
440818.2408,5018673.027,2021-11-07T01:00:06,22.5,3.197727203,20.01000023,112.5088327,1
440818.9192,5018671.699,2021-11-07T01:00:07,22.29999924,3.354545355,20.01000023,112.6117379,1
440819.6396,5018670.344,2021-11-07T01:00:08,21.39999962,3.443181753,20.01000023,117.427839,1
440820.3738,5018668.96,2021-11-07T01:00:09,20.89999962,3.511363745,20.01000023,122.9460449,1
440821.1222,5018667.576,2021-11-07T01:00:10,20.79999924,3.511363745,20.01000023,125.2239118,1
440821.8705,5018666.192,2021-11-07T01:00:11,20.89999962,3.511363745,20.01000023,115.8801793,1
440822.633,5018664.807,2021-11-07T01:00:12,21,3.559090853,20.01000023,100.9533255,1
440823.4506,5018663.296,2021-11-07T01:00:13,21.10000038,3.845454454,20.01000023,84.30731202,1
440824.3379,5018661.7,2021-11-07T01:00:14,21.20000076,4.090909004,20.01000023,91.8363473,1
440825.2527,5018660.019,2021-11-07T01:00:15,21.20000076,4.275000095,20.01000023,120.8372977,1
440826.2093,5018658.296,2021-11-07T01:00:16,21.29999924,4.404545307,20.01000023,154.1242501,1
440827.2078,5018656.516,2021-11-07T01:00:17,21.29999924,4.588636398,20.01000023,160.8521554,1
440828.2058,5018654.694,2021-11-07T01:00:18,21.29999924,4.650000095,20.01000023,143.8651821,1
440829.0238,5018653.225,2021-11-07T01:00:19,21.39999962,3.12954545,16.01000023,211.6898891,1
440828.8697,5018653.325,2021-11-07T01:00:24,22,2.195454597,14.5,96.88452148,1
