X,Y,timestamp,moisture,speed,width,yield,inBoundary
440500.8087,5018887.805,2021-11-07T02:05:43,39.79999924,1.588636398,8.010000229,26.73492432,0
440501.2438,5018887.605,2021-11-07T02:05:44,39.79999924,1.411363602,20.01000023,25.43086052,0
440501.7072,5018887.403,2021-11-07T02:05:45,39.79999924,1.186363578,20.01000023,50.95402908,0
440502.2547,5018887.159,2021-11-07T02:05:46,39.90000153,1.322727323,20.01000023,68.43767548,0
440502.8585,5018886.901,2021-11-07T02:05:47,39.90000153,1.479545474,20.01000023,84.12788391,0
440503.4762,5018886.628,2021-11-07T02:05:48,39.90000153,1.520454526,20.01000023,105.431366,1
440504.1643,5018886.341,2021-11-07T02:05:49,39.90000153,1.656818151,20.01000023,117.2429428,1
440504.9366,5018886.01,2021-11-07T02:05:50,39.59999847,1.902272701,20.01000023,113.5844498,1
440505.8071,5018885.637,2021-11-07T02:05:51,38.70000076,2.079545498,20.01000023,105.4500504,1
440506.7198,5018885.249,2021-11-07T02:05:52,37.70000076,2.215909004,20.01000023,93.51727295,1
440507.6744,5018884.818,2021-11-07T02:05:53,36.70000076,2.372727156,20.01000023,80.36685944,1
440508.6856,5018884.401,2021-11-07T02:05:54,36,2.440909147,20.01000023,75.69480133,1
440509.6967,5018883.984,2021-11-07T02:05:55,35.59999847,2.461363554,20.01000023,80.46111298,1
440510.778,5018883.538,2021-11-07T02:05:56,35.20000076,2.597727299,20.01000023,85.32137299,1
440511.9719,5018883.063,2021-11-07T02:05:57,34.70000076,2.863636255,20.01000023,85.86702728,1
440513.2361,5018882.574,2021-11-07T02:05:58,28,3.040909052,20.01000023,95.10183716,1
440514.5564,5018882.055,2021-11-07T02:05:59,23.79999924,3.177272797,20.01000023,103.855484,1
440515.8911,5018881.565,2021-11-07T02:06:00,22.79999924,3.12954545,20.01000023,116.8860931,1
440517.282,5018881.06,2021-11-07T02:06:01,22.60000038,3.265909195,20.01000023,123.4510651,1
440518.7996,5018880.526,2021-11-07T02:06:02,22.5,3.579545498,20.01000023,122.9708786,1
440520.4577,5018879.948,2021-11-07T02:06:03,22.5,3.934090853,20.01000023,114.9794235,1
440522.2141,5018879.328,2021-11-07T02:06:04,22.5,4.159090996,20.01000023,106.4203186,1
440524.0267,5018878.692,2021-11-07T02:06:05,22.5,4.315908909,20.01000023,99.17266083,1
440525.8673,5018878.029,2021-11-07T02:06:06,22.5,4.363636494,20.01000023,94.18672943,1
440527.722,5018877.365,2021-11-07T02:06:07,22.5,4.3840909,20.01000023,88.75482941,1
440529.5908,5018876.701,2021-11-07T02:06:08,22.5,4.452272892,20.01000023,83.57209015,1
440531.5017,5018876.022,2021-11-07T02:06:09,23,4.520454407,20.01000023,84.98760986,1
440533.4126,5018875.344,2021-11-07T02:06:10,29.39999962,4.520454407,20.01000023,85.76508331,1
440535.1833,5018874.737,2021-11-07T02:06:11,31.89999962,4.050000191,20.01000023,99.72493744,1
440536.49,5018874.275,2021-11-07T02:06:12,32.29999924,1.902272701,20.01000023,209.9537354,1
440537.4597,5018873.943,2021-11-07T02:06:13,32.20000076,1.295454502,20.01000023,275.9095154,1
440538.1341,5018873.698,2021-11-07T02:06:14,32,0.736363649,20.01000023,396.9967957,1
440525.0638,5018878.036,2021-11-07T02:06:27,22.5,3.443181753,0.49000001,461.4903259,1
440526.3035,5018877.94,2021-11-07T02:06:28,22.5,3.736363649,2.49000001,120.3034286,1
440527.7269,5018877.885,2021-11-07T02:06:29,22.5,3.197727203,4,136.9618988,1
440529.2636,5018877.884,2021-11-07T02:06:30,22.5,3.470454454,6,133.2097168,1
440530.8992,5018877.911,2021-11-07T02:06:31,22.5,3.647727251,8.010000229,134.9052429,1
440532.5631,5018877.951,2021-11-07T02:06:32,26.20000076,3.715909004,10.01000023,128.3191223,1
440534.213,5018877.992,2021-11-07T02:06:33,30.60000038,3.688636303,12.5,116.2480545,1
440535.8346,5018878.033,2021-11-07T02:06:34,31.39999962,3.62045455,14.5,109.129364,1
440537.3294,5018878.075,2021-11-07T02:06:35,31.29999924,3.218181849,16.5,105.6093903,1
440538.6267,5018878.105,2021-11-07T02:06:36,31.20000076,2.215909004,17.48999977,129.3009338,1
440539.4165,5018878.14,2021-11-07T02:06:37,31.29999924,0.763636351,20.01000023,268.1906433,1
440529.549,5018876.757,2021-11-07T02:06:52,22.5,2.304545403,2.49000001,135.6856842,1
440530.3881,5018876.033,2021-11-07T02:06:53,23.89999962,2.481818199,3.50999999,115.1923981,1
440531.3108,5018875.209,2021-11-07T02:06:54,30.10000038,2.775000095,4.989999771,104.5982819,1
440532.3593,5018874.272,2021-11-07T02:06:55,32.09999847,3.156818151,7.510000229,102.5066605,1
440533.4494,5018873.264,2021-11-07T02:06:56,32.29999924,3.313636303,10.01000023,116.6240463,1
440534.5815,5018872.214,2021-11-07T02:06:57,31.89999962,3.470454454,12.01000023,119.0070496,1
440535.6996,5018871.177,2021-11-07T02:06:58,31.39999962,3.402272701,14.5,110.0156555,1
440536.6499,5018870.297,2021-11-07T02:06:59,31,2.372727156,17.48999977,128.4143372,1
440537.4466,5018869.559,2021-11-07T02:07:00,30.79999924,1.834090948,20.01000023,127.8671112,1
440538.0755,5018868.977,2021-11-07T02:07:01,30.60000038,1.363636374,16.01000023,173.6543884,1
440536.5742,5018872.729,2021-11-07T02:07:10,30.79999924,0.334090918,4,357.6605835,1
440536.5329,5018872.842,2021-11-07T02:07:11,30.79999924,0.293181807,20.01000023,81.47261047,1
440536.5174,5018872.687,2021-11-07T02:07:12,30.89999962,0.824999988,5.510000229,104.9934387,1
440536.6429,5018871.042,2021-11-07T02:07:15,30.89999962,1.656818151,1.50999999,294.8303223,1
440536.6914,5018870.213,2021-11-07T02:07:16,31,1.854545474,4,157.6929779,1
440536.7541,5018869.383,2021-11-07T02:07:17,31,1.881818175,6.5,155.8503265,1
440536.8028,5018868.568,2021-11-07T02:07:18,31,1.813636422,12.5,122.3110809,1
440536.8377,5018867.78,2021-11-07T02:07:19,31,1.765909076,16.98999977,122.7448425,1
440536.8729,5018867.021,2021-11-07T02:07:20,31,1.697727323,20.01000023,130.0861969,1
440536.8652,5018866.206,2021-11-07T02:07:21,30.79999924,1.834090948,20.01000023,138.5227051,1
440536.8285,5018865.307,2021-11-07T02:07:22,30.29999924,2.011363745,20.01000023,141.3628845,1
440536.7343,5018864.283,2021-11-07T02:07:23,29.89999962,2.325000048,20.01000023,134.3486481,1
440536.5536,5018863.062,2021-11-07T02:07:24,29.39999962,2.75454545,20.01000023,123.8583679,1
440536.3009,5018861.673,2021-11-07T02:07:25,29.20000076,3.156818151,20.01000023,117.5303497,1
440535.9763,5018860.145,2021-11-07T02:07:26,29.10000038,3.4909091,20.01000023,116.6295624,1
440535.6083,5018858.49,2021-11-07T02:07:27,29,3.804545403,20.01000023,117.1211777,1
440535.1685,5018856.696,2021-11-07T02:07:28,28.89999962,4.159090996,20.01000023,115.8710175,1
440534.6712,5018854.789,2021-11-07T02:07:29,29,4.3840909,20.01000023,116.8843842,1
440534.1452,5018852.827,2021-11-07T02:07:30,29.10000038,4.561363697,20.01000023,115.597847,1
440533.5906,5018850.823,2021-11-07T02:07:31,29.20000076,4.629545689,20.01000023,114.694519,1
440533.0503,5018848.847,2021-11-07T02:07:32,29.39999962,4.629545689,20.01000023,112.9349136,1
440532.4674,5018846.829,2021-11-07T02:07:33,29.5,4.677272797,20.01000023,108.7862778,1
440531.8703,5018844.797,2021-11-07T02:07:34,29.60000038,4.745454311,20.01000023,104.2780075,1
440531.2867,5018842.709,2021-11-07T02:07:35,29.70000076,4.875,20.01000023,100.0052643,1
440530.6885,5018840.565,2021-11-07T02:07:36,29.60000038,4.963636398,20.01000023,97.46903992,1
440530.1041,5018838.392,2021-11-07T02:07:37,29.5,5.03181839,20.01000023,95.40557861,1
440529.5337,5018836.206,2021-11-07T02:07:38,29.29999924,5.052272797,20.01000023,93.53240204,1
440528.9916,5018834.033,2021-11-07T02:07:39,29.10000038,5.011363506,20.01000023,93.23081207,1
440528.4354,5018831.86,2021-11-07T02:07:40,28.89999962,5.052272797,20.01000023,91.85356903,1
440527.8651,5018829.688,2021-11-07T02:07:41,28.5,5.03181839,20.01000023,93.63759613,1
440527.2807,5018827.515,2021-11-07T02:07:42,28.20000076,5.011363506,20.01000023,97.56142426,1
440526.6684,5018825.371,2021-11-07T02:07:43,27.79999924,5.011363506,20.01000023,102.6259079,1
440526.0416,5018823.185,2021-11-07T02:07:44,27.5,5.099999905,20.01000023,106.6143341,1
440525.4003,5018820.957,2021-11-07T02:07:45,25.5,5.168181896,20.01000023,112.1811905,1
440524.773,5018818.715,2021-11-07T02:07:46,23.20000076,5.236363411,20.01000023,113.6784744,1
440524.1599,5018816.486,2021-11-07T02:07:47,22.70000076,5.168181896,20.01000023,110.2959213,1
440523.561,5018814.272,2021-11-07T02:07:48,22.5,5.147727489,20.01000023,104.8791199,1
440522.948,5018812.058,2021-11-07T02:07:49,22.5,5.120454311,20.01000023,102.1131134,1
440522.3493,5018809.857,2021-11-07T02:07:50,22.5,5.120454311,20.01000023,106.387619,1
440521.7503,5018807.629,2021-11-07T02:07:51,22.5,5.168181896,20.01000023,115.7574387,1
440521.1511,5018805.386,2021-11-07T02:07:52,22.5,5.188636303,20.01000023,127.9561005,1
440520.5661,5018803.143,2021-11-07T02:07:53,22.5,5.188636303,20.01000023,130.7683258,1
440519.9955,5018800.943,2021-11-07T02:07:54,22.5,5.120454311,20.01000023,120.6359558,1
440519.4392,5018798.756,2021-11-07T02:07:55,22.5,5.03181839,20.01000023,102.4619217,1
440518.9118,5018796.653,2021-11-07T02:07:56,22.5,4.854545593,20.01000023,88.66990662,1
440518.4131,5018794.592,2021-11-07T02:07:57,22.5,4.765909195,20.01000023,80.11345673,1
440517.9004,5018792.546,2021-11-07T02:07:58,22.5,4.71818161,20.01000023,75.25402832,1
440517.3596,5018790.513,2021-11-07T02:07:59,22.5,4.71818161,20.01000023,70.61508179,1
440516.763,5018788.538,2021-11-07T02:08:00,22.5,4.629545689,20.01000023,67.23930359,1
440516.1832,5018786.857,2021-11-07T02:08:01,22.5,3.559090853,20.01000023,76.52978516,1
440520.7186,5018805.868,2021-11-07T02:08:21,18,2.549999952,2.49000001,24.32722282,1
440520.3572,5018804.916,2021-11-07T02:08:22,24,2.256818295,2.49000001,76.42881775,1
440519.8815,5018803.81,2021-11-07T02:08:23,27.39999962,2.911363602,4,78.2901535,1
440519.2354,5018802.566,2021-11-07T02:08:24,28.29999924,3.156818151,4.989999771,100.0308685,1
440518.4472,5018801.21,2021-11-07T02:08:25,28.5,3.511363745,7.510000229,95.34002686,1
440517.5456,5018799.785,2021-11-07T02:08:26,28.60000038,3.756818295,9.510000229,94.11432648,1
440516.5593,5018798.347,2021-11-07T02:08:27,28.60000038,3.913636446,11.52000046,83.52981567,1
440515.5161,5018796.854,2021-11-07T02:08:28,28.60000038,4.070454597,14.01000023,63.6794281,1
440514.4163,5018795.347,2021-11-07T02:08:29,28.70000076,4.206818104,16.5,45.79384995,1
440513.3025,5018793.84,2021-11-07T02:08:30,28.60000038,4.159090996,19,35.17506027,1
440512.4458,5018792.695,2021-11-07T02:08:31,27.89999962,2.659090996,16.01000023,61.67876816,1
440515.4766,5018794.156,2021-11-07T02:08:38,22.89999962,0.265909106,4,591.6999512,1
440515.7311,5018794.238,2021-11-07T02:08:39,24.70000076,0.511363626,20.01000023,55.44932175,1
440515.4348,5018794.213,2021-11-07T02:08:40,25.29999924,1.363636374,3.50999999,127.3958359,1
440513.671,5018794.047,2021-11-07T02:08:42,25.60000038,2.795454502,2.99000001,100.6048203,1
440512.7683,5018793.999,2021-11-07T02:08:43,25.60000038,1.697727323,6,91.72351837,1
440512.2324,5018793.99,2021-11-07T02:08:44,25.70000076,0.422727287,10.98999977,200.8435059,1
440511.8235,5018793.98,2021-11-07T02:08:45,25.70000076,0.470454544,14.01000023,134.4880066,1
440511.4005,5018793.97,2021-11-07T02:08:46,25.70000076,0.940909088,16.01000023,55.74671555,1
440510.879,5018793.989,2021-11-07T02:08:47,25.70000076,1.165909052,19,40.01483917,1
440510.2731,5018794.023,2021-11-07T02:08:48,25.70000076,1.343181849,19.48999977,40.9889679,1
440509.6108,5018794.057,2021-11-07T02:08:49,25.70000076,1.479545474,20.01000023,44.12334442,1
440508.977,5018794.119,2021-11-07T02:08:50,25.79999924,1.411363602,20.01000023,52.79159927,1
440508.5684,5018794.151,2021-11-07T02:08:51,25.79999924,0.538636386,20.01000023,146.9728241,1
440508.3572,5018794.181,2021-11-07T02:08:52,25.79999924,0.24545455,20.01000023,332.0096741,1
440508.0475,5018794.226,2021-11-07T02:08:55,25.89999962,0.579545438,20.01000023,136.4141693,1
440507.5126,5018794.316,2021-11-07T02:08:56,25.70000076,2.325000048,20.01000023,50.14016342,1
440506.6542,5018794.478,2021-11-07T02:08:57,23.60000038,2.8840909,20.01000023,64.00663757,1
440505.5425,5018794.7,2021-11-07T02:08:58,22.79999924,2.795454502,20.01000023,87.52580261,1
440504.2617,5018794.922,2021-11-07T02:08:59,22.5,2.8840909,20.01000023,97.81391144,1
440502.8262,5018795.189,2021-11-07T02:09:00,22.5,3.265909195,20.01000023,93.08023834,1
440501.3064,5018795.484,2021-11-07T02:09:01,22.5,3.470454454,20.01000023,93.20020294,1
440499.7448,5018795.836,2021-11-07T02:09:02,22.5,3.559090853,20.01000023,97.02883911,1
440498.1554,5018796.23,2021-11-07T02:09:03,22.5,3.647727251,20.01000023,100.6714096,1
440496.5382,5018796.667,2021-11-07T02:09:04,22.5,3.756818295,20.01000023,99.69011688,1
440494.8931,5018797.132,2021-11-07T02:09:05,22.5,3.845454454,20.01000023,91.70053864,1
440493.1636,5018797.612,2021-11-07T02:09:06,22.5,4.002272606,20.01000023,75.95474243,1
440491.4195,5018798.05,2021-11-07T02:09:07,22.5,4.029545307,20.01000023,63.37016296,1
440489.661,5018798.446,2021-11-07T02:09:08,22.60000038,4.029545307,20.01000023,59.67191315,1
440487.888,5018798.8,2021-11-07T02:09:09,22.5,4.050000191,20.01000023,61.84915543,1
440486.1142,5018799.07,2021-11-07T02:09:10,22.60000038,4.002272606,20.01000023,63.11280823,1
440484.3393,5018799.227,2021-11-07T02:09:11,22.5,3.961363554,20.01000023,57.70782471,1
440482.7471,5018799.326,2021-11-07T02:09:12,22.60000038,3.265909195,20.01000023,52.80135727,1
440481.7606,5018799.364,2021-11-07T02:09:13,22.70000076,1.138636351,20.01000023,95.8642807,1
440496.3462,5018797.231,2021-11-07T02:09:24,22.5,2.911363602,10.98999977,19.77187538,1
440495.6158,5018797.519,2021-11-07T02:09:25,22.5,4.070454597,2.49000001,67.21781921,1
440494.4787,5018798.036,2021-11-07T02:09:26,23,4.029545307,3.50999999,47.85778046,1
440493.1032,5018798.681,2021-11-07T02:09:27,23.20000076,3.579545498,4.989999771,40.49682999,1
440491.5735,5018799.426,2021-11-07T02:09:28,23.29999924,3.825000048,6,50.36407852,1
440489.9035,5018800.243,2021-11-07T02:09:29,23.39999962,4.159090996,7.510000229,61.59527206,1
440488.135,5018801.074,2021-11-07T02:09:30,23.39999962,4.363636494,9.510000229,62.58790588,1
440486.3521,5018801.878,2021-11-07T02:09:31,23.39999962,4.363636494,11.52000046,53.58123398,1
440484.653,5018802.596,2021-11-07T02:09:32,23.39999962,4.118181705,13.47999954,40.72191238,1
440483.2345,5018803.172,2021-11-07T02:09:33,23.39999962,2.461363554,15.48999977,52.984375,1
440482.5323,5018803.46,2021-11-07T02:09:34,23,0.852272749,10.5,264.7377625,1
440493.3737,5018798.959,2021-11-07T02:09:42,22.39999962,1.656818151,14.01000023,31.4874115,1
440493.0656,5018799.187,2021-11-07T02:09:43,22.5,3.313636303,5.510000229,21.32221031,1
440492.1693,5018799.814,2021-11-07T02:09:44,22.70000076,4.404545307,2.49000001,22.12819672,1
440490.9794,5018800.71,2021-11-07T02:09:45,22.79999924,4.206818104,4.989999771,25.40110779,1
440489.6639,5018801.748,2021-11-07T02:09:46,22.89999962,3.804545403,6,55.1404953,1
440488.2651,5018802.914,2021-11-07T02:09:47,23,4.050000191,7.510000229,77.8912735,1
440486.8385,5018804.122,2021-11-07T02:09:48,23,4.186363697,10.01000023,76.14836884,1
440485.384,5018805.372,2021-11-07T02:09:49,23.10000038,4.315908909,12.01000023,64.27722168,1
440484.1674,5018806.423,2021-11-07T02:09:50,23.10000038,2.570454597,15.48999977,82.46522522,1
440483.58,5018806.92,2021-11-07T02:09:51,23.10000038,0.893181801,8.010000229,431.9474182,1
440484.8447,5018803.494,2021-11-07T02:09:58,23.60000038,1.118181825,12.01000023,21.43315697,1
440484.8472,5018803.761,2021-11-07T02:09:59,23.70000076,2.079545498,4.989999771,23.08460999,1
440484.7772,5018805.307,2021-11-07T02:10:01,23.70000076,2.325000048,2,144.2436066,1
440484.7302,5018806.305,2021-11-07T02:10:02,23.70000076,2.256818295,6.5,84.9151001,1
440484.7262,5018807.373,2021-11-07T02:10:03,23.70000076,2.393181801,14.5,57.98652649,1
440484.7367,5018808.483,2021-11-07T02:10:04,23.70000076,2.461363554,19.48999977,60.92053604,1
440484.7894,5018809.593,2021-11-07T02:10:05,23.70000076,2.481818199,20.01000023,78.14289093,1
440484.8846,5018810.716,2021-11-07T02:10:06,23.70000076,2.529545546,20.01000023,92.75941467,1
440484.9803,5018811.895,2021-11-07T02:10:07,23.60000038,2.659090996,20.01000023,102.7814865,1
440485.0913,5018813.201,2021-11-07T02:10:08,23.29999924,2.911363602,20.01000023,109.1246109,1
440485.2313,5018814.591,2021-11-07T02:10:09,23.20000076,3.156818151,20.01000023,113.749054,1
440485.4435,5018816.163,2021-11-07T02:10:10,23.29999924,3.531818151,20.01000023,112.4425888,1
440485.7554,5018817.846,2021-11-07T02:10:11,23.20000076,3.845454454,20.01000023,111.5535507,1
440486.1245,5018819.613,2021-11-07T02:10:12,22.79999924,4.050000191,20.01000023,112.4527283,1
440486.5786,5018821.421,2021-11-07T02:10:13,22.70000076,4.186363697,20.01000023,115.3042984,1
440487.047,5018823.257,2021-11-07T02:10:14,22.70000076,4.247727394,20.01000023,121.6332626,1
440487.5435,5018825.079,2021-11-07T02:10:15,22.79999924,4.227272511,20.01000023,130.0866547,1
440488.0827,5018826.943,2021-11-07T02:10:16,23,4.336363792,20.01000023,131.500351,1
440488.651,5018828.905,2021-11-07T02:10:17,23.10000038,4.588636398,20.01000023,125.6870346,1
440489.2764,5018830.936,2021-11-07T02:10:18,23.10000038,4.745454311,20.01000023,122.0420914,1
440489.9021,5018833.01,2021-11-07T02:10:19,23.20000076,4.854545593,20.01000023,121.1301727,1
440490.528,5018835.098,2021-11-07T02:10:20,23.29999924,4.922727108,20.01000023,123.6972351,1
440491.1683,5018837.214,2021-11-07T02:10:21,23.5,4.943181992,20.01000023,128.6917114,1
440491.837,5018839.357,2021-11-07T02:10:22,23.79999924,5.03181839,20.01000023,131.6314545,1
440492.5207,5018841.599,2021-11-07T02:10:23,24.29999924,5.236363411,20.01000023,131.1033478,1
440493.2047,5018843.869,2021-11-07T02:10:24,24.79999924,5.304545403,20.01000023,132.5671082,1
440493.86,5018846.083,2021-11-07T02:10:25,24.89999962,5.188636303,20.01000023,138.0734406,1
440494.5436,5018848.31,2021-11-07T02:10:26,24.79999924,5.236363411,20.01000023,139.7010345,1
440495.2275,5018850.566,2021-11-07T02:10:27,24.79999924,5.277272701,20.01000023,140.8538513,1
440495.9254,5018852.822,2021-11-07T02:10:28,24.89999962,5.277272701,20.01000023,140.6665497,1
440496.5953,5018855.092,2021-11-07T02:10:29,25,5.277272701,20.01000023,137.8034515,1
440497.2934,5018857.362,2021-11-07T02:10:30,24.89999962,5.324999809,20.01000023,134.0950775,1
440497.9774,5018859.631,2021-11-07T02:10:31,25,5.324999809,20.01000023,133.9165192,1
440498.6615,5018861.915,2021-11-07T02:10:32,25.20000076,5.345454693,20.01000023,133.487442,1
440499.3173,5018864.185,2021-11-07T02:10:33,25.5,5.304545403,20.01000023,132.6552582,1
440500.0013,5018866.455,2021-11-07T02:10:34,25.70000076,5.304545403,20.01000023,129.6619415,1
440500.6853,5018868.725,2021-11-07T02:10:35,25.70000076,5.324999809,20.01000023,127.8503494,1
440501.3692,5018870.981,2021-11-07T02:10:36,25.5,5.277272701,20.01000023,131.1258545,1
